Amar_DN100023_c0_g1	Pele_DN144895_c2_g1
Pele_DN128502_c0_g2	Amar_DN60189_c2_g5
Pele_DN128502_c0_g2	Pdum_DN51556_c0_g1
Pele_DN128526_c0_g2	Amar_DN53221_c0_g1
Pele_DN128526_c0_g2	Pdum_DN5105_c0_g1
Pele_DN128526_c0_g4	Pdum_DN5105_c0_g1
Pele_DN128540_c0_g1	Pdum_DN231820_c0_g1
Pele_DN128560_c1_g1	Pdum_DN6045_c1_g1
Pele_DN128585_c0_g1	Pdum_DN21881_c0_g1
Pele_DN128663_c0_g1	Amar_DN82641_c0_g1
Pele_DN128876_c0_g1	Pdum_DN3276_c0_g1
Pele_DN128876_c1_g1	Amar_DN43942_c0_g2
Pele_DN128876_c1_g1	Pdum_DN3276_c0_g1
Pele_DN128895_c0_g4	Amar_DN48124_c0_g1
Pele_DN128895_c0_g4	Pdum_DN74212_c0_g1
Pele_DN129006_c0_g1	Pdum_DN21732_c0_g1
Pele_DN129607_c0_g1	Amar_DN149973_c0_g1
Pele_DN129607_c0_g1	Pdum_DN263689_c0_g1
Pele_DN129634_c10_g2	Pdum_DN75178_c0_g1
Pele_DN129959_c0_g2	Amar_DN63334_c1_g2
Pele_DN130114_c0_g1	Amar_DN48982_c0_g1
Pele_DN130114_c0_g1	Pdum_DN155863_c0_g1
Pele_DN130238_c0_g14	Amar_DN113375_c0_g1
Pele_DN130238_c0_g14	Amar_DN113375_c0_g2
Pele_DN130238_c0_g18	Amar_DN113375_c0_g1
Pele_DN130265_c0_g1	Amar_DN54568_c0_g2
Pele_DN130265_c0_g1	Pdum_DN527_c0_g1
Pele_DN130265_c0_g1	Pdum_DN527_c0_g1
Pele_DN130265_c0_g1	Pdum_DN527_c0_g1
Pele_DN13043_c0_g1	Amar_DN56319_c0_g2
Pele_DN13043_c0_g1	Amar_DN56319_c0_g2
Pele_DN130435_c2_g1	Amar_DN54938_c0_g2
Pele_DN130435_c2_g1	Pdum_DN2602_c0_g1
Pele_DN130712_c0_g2	Amar_DN61117_c3_g1
Pele_DN130765_c0_g1	Amar_DN55631_c0_g1
Pele_DN130765_c0_g1	Pdum_DN888_c0_g2
Pele_DN130864_c0_g1	Amar_DN54828_c0_g2
Pele_DN13122_c0_g1	Amar_DN54035_c0_g2
Pele_DN13122_c0_g1	Pdum_DN162769_c0_g1
Pele_DN131375_c0_g1	Amar_DN54890_c0_g3
Pele_DN131375_c0_g1	Pdum_DN17882_c0_g1
Pele_DN131446_c0_g1	Pdum_DN30136_c1_g3
Pele_DN131538_c0_g1	Amar_DN41077_c0_g1
Pele_DN131538_c0_g1	Pdum_DN12485_c0_g1
Pele_DN131538_c1_g3	Amar_DN56289_c0_g1
Pele_DN131688_c0_g1	Pdum_DN25654_c0_g1
Pele_DN131688_c0_g1	Pdum_DN25654_c0_g1
Pele_DN131688_c0_g1	Amar_DN60769_c4_g12
Pele_DN131695_c0_g9	Pdum_DN38046_c0_g2
Pele_DN13171_c0_g1	Amar_DN62294_c1_g1
Pele_DN13171_c0_g1	Amar_DN62294_c1_g1
Pele_DN13171_c0_g1	Amar_DN62294_c1_g1
Pele_DN13171_c0_g1	Amar_DN62294_c1_g1
Pele_DN131732_c0_g1	Amar_DN59928_c0_g1
Pele_DN131872_c2_g2	Pdum_DN29024_c0_g1
Pele_DN132040_c1_g5	Amar_DN16987_c0_g1
Pele_DN132117_c0_g1	Amar_DN53325_c0_g2
Pele_DN132117_c0_g1	Pdum_DN1367_c0_g1
Pele_DN132117_c0_g1	Pdum_DN1367_c0_g1
Pele_DN132143_c0_g1	Amar_DN56094_c0_g1
Pele_DN132143_c0_g1	Pdum_DN6371_c0_g2
Pele_DN132253_c0_g1	Pdum_DN8225_c0_g1
Pele_DN1324_c0_g1	Amar_DN61129_c2_g1
Pele_DN132402_c1_g2	Amar_DN61631_c2_g8
Pele_DN132402_c1_g3	Amar_DN61631_c2_g1
Pele_DN132402_c1_g3	Pdum_DN2820_c4_g1
Pele_DN132451_c0_g1	Amar_DN17756_c0_g1
Pele_DN132451_c0_g1	Pdum_DN202735_c0_g1
Pele_DN132505_c0_g1	Amar_DN57679_c0_g1
Pele_DN132505_c0_g3	Amar_DN62291_c0_g5
Pele_DN132505_c0_g3	Amar_DN62291_c0_g5
Pele_DN132505_c0_g3	Amar_DN62291_c0_g5
Pele_DN132505_c0_g4	Amar_DN62291_c0_g6
Pele_DN13265_c0_g1	Pdum_DN5752_c0_g1
Pele_DN13265_c0_g1	Pdum_DN5752_c0_g1
Pele_DN13265_c0_g1	Pdum_DN5752_c0_g1
Pele_DN13265_c0_g1	Pdum_DN5752_c0_g1
Pele_DN132864_c0_g1	Amar_DN18645_c0_g1
Pele_DN132916_c0_g2	Amar_DN60721_c1_g3
Pele_DN133135_c0_g2	Amar_DN126457_c0_g1
Pele_DN133158_c0_g1	Amar_DN55496_c0_g1
Pele_DN133431_c0_g1	Amar_DN59841_c0_g6
Pele_DN133431_c0_g1	Amar_DN59841_c0_g6
Pele_DN133505_c0_g1	Amar_DN37556_c0_g1
Pele_DN133521_c0_g1	Amar_DN58127_c0_g1
Pele_DN133521_c0_g1	Amar_DN58127_c0_g1
Pele_DN133521_c0_g1	Amar_DN58127_c0_g1
Pele_DN133549_c2_g1	Pdum_DN256326_c0_g1
Pele_DN133683_c1_g1	Amar_DN54772_c0_g1
Pele_DN133743_c0_g21	Amar_DN67775_c0_g1
Pele_DN13394_c0_g1	Pdum_DN13448_c0_g1
Pele_DN13397_c0_g1	Amar_DN55451_c1_g1
Pele_DN13397_c0_g1	Pdum_DN36391_c0_g1
Pele_DN134080_c0_g1	Amar_DN51737_c0_g1
Pele_DN134080_c0_g1	Pdum_DN8448_c2_g1
Pele_DN134102_c0_g1	Amar_DN54463_c0_g1
Pele_DN134102_c0_g1	Pdum_DN5430_c0_g1
Pele_DN134162_c0_g1	Amar_DN62464_c1_g5
Pele_DN134162_c0_g1	Pdum_DN144402_c0_g1
Pele_DN134164_c0_g2	Amar_DN40509_c0_g2
Pele_DN134164_c0_g2	Pdum_DN50186_c0_g2
Pele_DN134217_c0_g1	Amar_DN114339_c0_g1
Pele_DN134218_c2_g8	Amar_DN160353_c0_g1
Pele_DN13422_c1_g1	Pdum_DN201_c1_g1
Pele_DN134259_c2_g2	Pdum_DN57654_c0_g2
Pele_DN134569_c1_g1	Pdum_DN201112_c0_g1
Pele_DN134589_c1_g4	Amar_DN27735_c0_g3
Pele_DN134589_c1_g4	Pdum_DN30136_c1_g1
Pele_DN134589_c3_g2	Amar_DN57572_c0_g2
Pele_DN134589_c3_g2	Pdum_DN7995_c0_g2
Pele_DN134643_c0_g2	Pdum_DN41699_c0_g1
Pele_DN134754_c1_g1	Amar_DN127895_c0_g1
Pele_DN134779_c0_g2	Pdum_DN4996_c1_g1
Pele_DN134859_c0_g1	Amar_DN48239_c0_g1
Pele_DN13489_c0_g1	Amar_DN63184_c3_g1
Pele_DN13489_c0_g1	Amar_DN63184_c3_g1
Pele_DN134894_c0_g1	Pdum_DN109443_c0_g1
Pele_DN134923_c0_g1	Amar_DN55503_c0_g1
Pele_DN134923_c0_g2	Amar_DN55867_c0_g1
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Amar_DN63099_c1_g1
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Amar_DN63099_c1_g1
Pele_DN134943_c0_g1	Amar_DN63099_c1_g1
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134943_c0_g1	Pdum_DN21582_c0_g2
Pele_DN134971_c0_g9	Amar_DN9204_c0_g1
Pele_DN135062_c2_g1	Amar_DN48864_c0_g1
Pele_DN135105_c0_g1	Pdum_DN10026_c0_g1
Pele_DN135105_c0_g1	Pdum_DN10026_c0_g1
Pele_DN135320_c0_g1	Amar_DN55857_c0_g1
Pele_DN135320_c0_g1	Pdum_DN2538_c0_g1
Pele_DN135337_c0_g2	Pdum_DN19785_c0_g1
Pele_DN135337_c0_g2	Pdum_DN19785_c0_g1
Pele_DN135337_c0_g3	Amar_DN63331_c4_g1
Pele_DN135337_c0_g3	Amar_DN63331_c4_g1
Pele_DN135348_c1_g4	Pdum_DN122572_c0_g1
Pele_DN135355_c0_g1	Pdum_DN15677_c0_g1
Pele_DN135355_c0_g1	Pdum_DN15677_c0_g1
Pele_DN13540_c0_g2	Amar_DN45402_c0_g2
Pele_DN135415_c0_g3	Pdum_DN255761_c0_g1
Pele_DN135628_c0_g1	Amar_DN48690_c0_g1
Pele_DN135628_c0_g1	Pdum_DN16986_c0_g1
Pele_DN135628_c0_g2	Amar_DN48690_c0_g1
Pele_DN135628_c0_g2	Amar_DN48690_c0_g1
Pele_DN135628_c0_g2	Pdum_DN16986_c0_g1
Pele_DN135628_c0_g2	Pdum_DN16986_c0_g1
Pele_DN135728_c0_g16	Amar_DN59975_c1_g1
Pele_DN13573_c0_g1	Amar_DN118223_c0_g1
Pele_DN135780_c2_g1	Pdum_DN1127_c0_g3
Pele_DN136438_c3_g3	Pdum_DN16309_c0_g1
Pele_DN136505_c2_g1	Pdum_DN33851_c0_g1
Pele_DN136592_c0_g2	Amar_DN55478_c0_g1
Pele_DN136592_c0_g2	Pdum_DN15996_c0_g1
Pele_DN136610_c0_g4	Pdum_DN211554_c0_g1
Pele_DN136725_c0_g3	Amar_DN143738_c0_g1
Pele_DN136725_c0_g3	Pdum_DN33219_c0_g1
Pele_DN136733_c0_g1	Amar_DN14979_c0_g1
Pele_DN136755_c0_g1	Amar_DN34923_c0_g3
Pele_DN136797_c0_g3	Amar_DN59764_c0_g13
Pele_DN136797_c0_g3	Pdum_DN4324_c1_g1
Pele_DN136806_c1_g3	Pdum_DN12307_c0_g2
Pele_DN13687_c0_g1	Pdum_DN21910_c0_g1
Pele_DN13687_c0_g2	Pdum_DN24072_c0_g2
Pele_DN136915_c0_g1	Pdum_DN1458_c0_g1
Pele_DN1370_c0_g1	Amar_DN18618_c0_g1
Pele_DN13705_c0_g1	Amar_DN60198_c0_g1
Pele_DN13705_c0_g1	Amar_DN60198_c0_g1
Pele_DN13705_c0_g1	Amar_DN60198_c0_g1
Pele_DN13705_c0_g1	Amar_DN60198_c0_g1
Pele_DN13705_c0_g1	Pdum_DN238112_c0_g1
Pele_DN13705_c0_g1	Pdum_DN238112_c0_g1
Pele_DN137074_c2_g6	Pdum_DN103426_c0_g1
Pele_DN137074_c2_g6	Pdum_DN103426_c0_g1
Pele_DN137114_c0_g1	Amar_DN57933_c0_g1
Pele_DN137114_c0_g1	Pdum_DN44748_c0_g1
Pele_DN137119_c0_g1	Pdum_DN69868_c0_g1
Pele_DN137145_c0_g1	Amar_DN61264_c2_g3
Pele_DN137145_c0_g1	Amar_DN61264_c2_g3
Pele_DN137145_c0_g1	Amar_DN61264_c2_g3
Pele_DN137145_c0_g1	Pdum_DN36321_c0_g1
Pele_DN137145_c0_g1	Pdum_DN36321_c0_g1
Pele_DN137145_c0_g1	Amar_DN61264_c2_g3
Pele_DN137145_c0_g1	Pdum_DN36321_c0_g1
Pele_DN137145_c0_g1	Pdum_DN36321_c0_g1
Pele_DN137148_c2_g1	Amar_DN48555_c0_g1
Pele_DN137148_c2_g1	Pdum_DN233426_c0_g1
Pele_DN137228_c0_g2	Amar_DN45613_c0_g1
Pele_DN137237_c1_g2	Amar_DN35982_c2_g1
Pele_DN137237_c1_g4	Amar_DN60206_c0_g1
Pele_DN137237_c1_g7	Amar_DN60206_c0_g1
Pele_DN137567_c1_g3	Pdum_DN92093_c0_g1
Pele_DN137596_c0_g1	Amar_DN55991_c0_g1
Pele_DN13770_c0_g1	Amar_DN60793_c0_g5
Pele_DN13770_c0_g1	Amar_DN60793_c0_g5
Pele_DN13770_c0_g1	Pdum_DN109620_c0_g1
Pele_DN137817_c0_g3	Amar_DN140187_c0_g1
Pele_DN137915_c0_g2	Pdum_DN60041_c0_g1
Pele_DN137922_c0_g1	Amar_DN163445_c0_g1
Pele_DN138071_c0_g1	Amar_DN141435_c0_g1
Pele_DN138100_c0_g1	Amar_DN59152_c0_g1
Pele_DN138100_c0_g1	Pdum_DN5341_c0_g1
Pele_DN138252_c1_g5	Amar_DN47393_c0_g1
Pele_DN138252_c1_g5	Pdum_DN171601_c0_g1
Pele_DN138252_c1_g7	Amar_DN47393_c0_g1
Pele_DN138624_c1_g1	Pdum_DN12307_c0_g3
Pele_DN138624_c1_g1	Pdum_DN12307_c0_g3
Pele_DN138726_c0_g7	Pdum_DN231371_c0_g1
Pele_DN138757_c0_g1	Amar_DN59273_c0_g2
Pele_DN138757_c0_g1	Pdum_DN7831_c0_g1
Pele_DN138757_c0_g1	Pdum_DN7831_c0_g1
Pele_DN138757_c0_g1	Pdum_DN7831_c0_g1
Pele_DN138996_c4_g3	Pdum_DN108361_c0_g1
Pele_DN139043_c0_g2	Pdum_DN240187_c0_g1
Pele_DN13907_c0_g1	Amar_DN13107_c0_g1
Pele_DN1393_c0_g1	Amar_DN53466_c1_g1
Pele_DN139300_c0_g1	Amar_DN60783_c0_g4
Pele_DN139337_c0_g1	Amar_DN55293_c0_g1
Pele_DN139337_c0_g1	Pdum_DN73605_c0_g1
Pele_DN139497_c0_g2	Pdum_DN5618_c0_g1
Pele_DN139515_c0_g3	Amar_DN46794_c0_g1
Pele_DN139530_c0_g4	Amar_DN38146_c0_g2
Pele_DN139530_c0_g4	Pdum_DN92607_c0_g1
Pele_DN139569_c1_g8	Amar_DN52559_c0_g1
Pele_DN139569_c1_g8	Pdum_DN84857_c0_g1
Pele_DN139686_c5_g1	Amar_DN108255_c0_g1
Pele_DN139769_c1_g1	Amar_DN14211_c0_g1
Pele_DN139778_c0_g1	Pdum_DN103426_c4_g1
Pele_DN139921_c0_g1	Amar_DN141276_c0_g1
Pele_DN139921_c0_g1	Pdum_DN240674_c0_g1
Pele_DN139996_c0_g1	Amar_DN58308_c0_g2
Pele_DN139996_c0_g1	Amar_DN58308_c0_g2
Pele_DN139996_c0_g3	Pdum_DN2640_c0_g1
Pele_DN139996_c0_g3	Pdum_DN2640_c0_g1
Pele_DN140033_c0_g1	Amar_DN40748_c0_g1
Pele_DN140033_c0_g1	Pdum_DN147914_c0_g1
Pele_DN140116_c3_g10	Amar_DN156507_c0_g1
Pele_DN140132_c0_g1	Pdum_DN22703_c0_g1
Pele_DN140153_c0_g1	Pdum_DN5598_c0_g1
Pele_DN140171_c0_g3	Amar_DN49750_c0_g1
Pele_DN140171_c0_g3	Pdum_DN48308_c0_g1
Pele_DN14025_c0_g1	Amar_DN63499_c1_g2
Pele_DN140406_c0_g1	Amar_DN59254_c0_g1
Pele_DN140406_c0_g1	Amar_DN59254_c0_g1
Pele_DN140406_c0_g1	Amar_DN59254_c0_g1
Pele_DN140406_c0_g1	Pdum_DN659_c0_g1
Pele_DN140533_c1_g4	Amar_DN134377_c0_g1
Pele_DN140588_c1_g8	Amar_DN110318_c0_g1
Pele_DN140592_c1_g4	Amar_DN126603_c0_g1
Pele_DN140613_c6_g4	Pdum_DN86952_c0_g1
Pele_DN140644_c0_g1	Pdum_DN166783_c0_g1
Pele_DN140756_c0_g25	Amar_DN70089_c0_g1
Pele_DN140778_c1_g2	Pdum_DN151698_c0_g1
Pele_DN140799_c8_g10	Amar_DN139807_c0_g2
Pele_DN140863_c1_g5	Pdum_DN80176_c0_g2
Pele_DN140907_c0_g1	Amar_DN47332_c0_g1
Pele_DN140927_c2_g1	Pdum_DN65455_c0_g1
Pele_DN140929_c0_g1	Pdum_DN10657_c0_g2
Pele_DN140929_c0_g3	Amar_DN62121_c1_g4
Pele_DN140929_c0_g8	Amar_DN62121_c1_g15
Pele_DN140929_c1_g1	Pdum_DN10657_c0_g1
Pele_DN140929_c1_g2	Pdum_DN10657_c0_g1
Pele_DN141078_c3_g8	Amar_DN163043_c0_g1
Pele_DN141086_c2_g13	Amar_DN99868_c0_g1
Pele_DN141088_c0_g3	Amar_DN60128_c0_g2
Pele_DN141088_c0_g3	Amar_DN60128_c0_g1
Pele_DN141088_c0_g4	Amar_DN60128_c0_g1
Pele_DN141088_c0_g4	Pdum_DN6796_c0_g1
Pele_DN141337_c0_g1	Amar_DN24197_c0_g1
Pele_DN141337_c0_g2	Pdum_DN45020_c0_g1
Pele_DN141396_c0_g2	Pdum_DN149017_c0_g1
Pele_DN141408_c0_g1	Amar_DN48317_c0_g1
Pele_DN141408_c0_g1	Pdum_DN166980_c0_g1
Pele_DN141452_c8_g2	Pdum_DN86669_c0_g1
Pele_DN141468_c1_g5	Pdum_DN186912_c0_g1
Pele_DN141468_c1_g5	Pdum_DN186912_c0_g1
Pele_DN141539_c1_g3	Pdum_DN216038_c0_g1
Pele_DN141622_c0_g5	Pdum_DN58302_c0_g3
Pele_DN141622_c0_g6	Pdum_DN58302_c0_g3
Pele_DN141637_c3_g9	Amar_DN43722_c0_g1
Pele_DN141703_c0_g7	Amar_DN41626_c0_g2
Pele_DN141939_c0_g1	Pdum_DN26606_c0_g1
Pele_DN141954_c0_g6	Amar_DN48064_c0_g1
Pele_DN142035_c1_g8	Amar_DN77598_c0_g1
Pele_DN142263_c3_g1	Amar_DN10133_c1_g1
Pele_DN142352_c0_g2	Pdum_DN7465_c0_g1
Pele_DN142534_c1_g1	Amar_DN41932_c0_g1
Pele_DN142579_c0_g1	Amar_DN15852_c0_g1
Pele_DN142671_c0_g1	Pdum_DN3584_c0_g1
Pele_DN142671_c0_g1	Amar_DN59986_c0_g1
Pele_DN142671_c0_g1	Pdum_DN3584_c0_g1
Pele_DN142671_c0_g3	Amar_DN59986_c0_g2
Pele_DN142671_c0_g3	Pdum_DN3584_c0_g1
Pele_DN142701_c6_g1	Amar_DN47997_c0_g1
Pele_DN142701_c6_g1	Pdum_DN17763_c0_g2
Pele_DN142715_c1_g2	Pdum_DN141569_c0_g1
Pele_DN142767_c3_g6	Amar_DN14086_c0_g1
Pele_DN142767_c3_g6	Amar_DN14086_c0_g2
Pele_DN142767_c3_g6	Amar_DN14086_c0_g2
Pele_DN14286_c0_g1	Amar_DN60668_c0_g1
Pele_DN142925_c2_g12	Pdum_DN178396_c0_g1
Pele_DN142925_c2_g9	Pdum_DN178396_c0_g1
Pele_DN143079_c1_g12	Amar_DN161919_c0_g1
Pele_DN143143_c0_g1	Pdum_DN54706_c0_g1
Pele_DN143278_c0_g1	Amar_DN10142_c0_g1
Pele_DN143281_c0_g2	Amar_DN32510_c0_g1
Pele_DN143281_c0_g2	Pdum_DN143487_c0_g1
Pele_DN14331_c1_g1	Pdum_DN3879_c0_g1
Pele_DN143482_c1_g1	Amar_DN6283_c0_g1
Pele_DN143482_c1_g1	Pdum_DN114037_c1_g1
Pele_DN143517_c0_g2	Amar_DN52756_c0_g1
Pele_DN143531_c1_g3	Amar_DN38714_c0_g1
Pele_DN143556_c1_g2	Amar_DN24614_c0_g1
Pele_DN143556_c1_g2	Amar_DN24614_c0_g1
Pele_DN143612_c1_g2	Amar_DN61170_c1_g1
Pele_DN143612_c1_g2	Amar_DN61170_c1_g1
Pele_DN143612_c1_g2	Pdum_DN168484_c0_g1
Pele_DN143612_c1_g2	Pdum_DN168484_c0_g1
Pele_DN143612_c2_g1	Amar_DN61170_c1_g1
Pele_DN143612_c2_g1	Amar_DN61170_c1_g1
Pele_DN143612_c2_g1	Pdum_DN168484_c0_g1
Pele_DN143612_c2_g1	Pdum_DN168484_c0_g1
Pele_DN143612_c3_g1	Amar_DN58912_c3_g3
Pele_DN143612_c3_g1	Amar_DN58912_c3_g3
Pele_DN143612_c3_g1	Amar_DN58912_c3_g3
Pele_DN143612_c3_g1	Amar_DN58912_c3_g3
Pele_DN143612_c3_g1	Amar_DN58912_c3_g3
Pele_DN143612_c3_g1	Pdum_DN18870_c0_g2
Pele_DN143612_c3_g3	Amar_DN63165_c9_g4
Pele_DN143612_c3_g3	Pdum_DN43872_c0_g4
Pele_DN143612_c3_g4	Pdum_DN6867_c0_g4
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143612_c3_g5	Pdum_DN24571_c0_g2
Pele_DN143633_c0_g1	Amar_DN48517_c0_g2
Pele_DN143633_c0_g1	Pdum_DN26615_c0_g2
Pele_DN143656_c1_g1	Amar_DN61354_c1_g2
Pele_DN143656_c1_g1	Pdum_DN233934_c0_g1
Pele_DN143668_c2_g1	Amar_DN64177_c0_g1
Pele_DN143717_c1_g4	Amar_DN3955_c0_g1
Pele_DN143929_c0_g1	Amar_DN216_c0_g1
Pele_DN144_c0_g1	Amar_DN2610_c0_g1
Pele_DN144010_c1_g1	Pdum_DN46939_c0_g1
Pele_DN144019_c0_g1	Amar_DN60885_c0_g2
Pele_DN144019_c0_g1	Amar_DN60885_c0_g2
Pele_DN144039_c0_g2	Pdum_DN102986_c0_g1
Pele_DN144346_c1_g2	Pdum_DN9156_c0_g2
Pele_DN144431_c1_g3	Amar_DN62293_c0_g1
Pele_DN144711_c1_g7	Pdum_DN142289_c0_g1
Pele_DN144740_c0_g1	Amar_DN64177_c0_g1
Pele_DN144740_c2_g2	Amar_DN27478_c1_g1
Pele_DN144934_c0_g4	Pdum_DN70183_c0_g1
Pele_DN145053_c1_g3	Amar_DN48137_c0_g1
Pele_DN145053_c1_g3	Amar_DN48137_c0_g1
Pele_DN145070_c1_g1	Amar_DN62542_c2_g4
Pele_DN145070_c1_g1	Pdum_DN30631_c0_g1
Pele_DN145223_c0_g1	Amar_DN61418_c1_g5
Pele_DN145223_c0_g1	Pdum_DN11038_c0_g1
Pele_DN145223_c0_g2	Pdum_DN11038_c1_g1
Pele_DN145238_c1_g2	Amar_DN52237_c0_g1
Pele_DN145238_c1_g2	Pdum_DN209681_c0_g1
Pele_DN145288_c3_g1	Amar_DN135408_c0_g1
Pele_DN145389_c0_g9	Amar_DN68156_c0_g1
Pele_DN145484_c0_g1	Amar_DN60176_c0_g2
Pele_DN145484_c2_g2	Amar_DN62795_c0_g1
Pele_DN145484_c2_g2	Pdum_DN34751_c0_g2
Pele_DN145484_c3_g1	Amar_DN60176_c2_g1
Pele_DN145539_c2_g1	Pdum_DN124158_c0_g1
Pele_DN145576_c1_g1	Amar_DN55622_c0_g1
Pele_DN145576_c1_g1	Pdum_DN43804_c0_g1
Pele_DN145576_c1_g4	Pdum_DN43804_c0_g1
Pele_DN145600_c1_g1	Amar_DN54085_c0_g1
Pele_DN145600_c1_g1	Pdum_DN256452_c0_g1
Pele_DN145617_c1_g8	Pdum_DN11290_c0_g1
Pele_DN145617_c1_g8	Pdum_DN11290_c0_g1
Pele_DN145617_c1_g8	Amar_DN58571_c1_g2
Pele_DN145617_c1_g8	Amar_DN58571_c1_g2
Pele_DN145692_c0_g1	Pdum_DN13333_c0_g1
Pele_DN145692_c0_g1	Amar_DN55531_c0_g1
Pele_DN145692_c0_g1	Pdum_DN13333_c0_g1
Pele_DN145696_c0_g2	Pdum_DN10471_c0_g1
Pele_DN145769_c4_g7	Amar_DN63918_c0_g1
Pele_DN145772_c1_g16	Pdum_DN80558_c0_g1
Pele_DN145772_c1_g2	Amar_DN71661_c0_g1
Pele_DN145772_c1_g2	Pdum_DN80558_c0_g1
Pele_DN145772_c1_g5	Amar_DN71661_c0_g1
Pele_DN145772_c1_g5	Pdum_DN80558_c0_g1
Pele_DN145819_c3_g3	Amar_DN33364_c0_g1
Pele_DN145819_c3_g3	Pdum_DN97870_c0_g1
Pele_DN145819_c3_g3	Amar_DN33364_c0_g1
Pele_DN145819_c3_g3	Pdum_DN97870_c0_g1
Pele_DN145838_c2_g13	Pdum_DN242809_c0_g1
Pele_DN145838_c2_g19	Pdum_DN242809_c0_g1
Pele_DN146128_c4_g1	Amar_DN147331_c0_g1
Pele_DN146144_c1_g3	Amar_DN23765_c0_g1
Pele_DN146144_c1_g3	Pdum_DN63119_c0_g1
Pele_DN146233_c1_g1	Pdum_DN73445_c0_g1
Pele_DN146234_c0_g5	Amar_DN77520_c0_g1
Pele_DN14626_c0_g1	Amar_DN61911_c3_g1
Pele_DN14634_c0_g1	Amar_DN103411_c0_g1
Pele_DN14634_c0_g1	Pdum_DN5651_c0_g2
Pele_DN146368_c2_g3	Pdum_DN68113_c0_g2
Pele_DN146368_c2_g3	Pdum_DN68113_c0_g2
Pele_DN14651_c0_g1	Amar_DN55073_c0_g2
Pele_DN146549_c1_g3	Amar_DN170907_c0_g1
Pele_DN146596_c2_g28	Amar_DN42214_c0_g1
Pele_DN146596_c2_g28	Amar_DN42214_c0_g1
Pele_DN1466_c0_g1	Amar_DN49207_c0_g1
Pele_DN1466_c0_g1	Amar_DN49207_c0_g1
Pele_DN1466_c0_g1	Pdum_DN76585_c0_g1
Pele_DN146621_c0_g1	Amar_DN145295_c0_g1
Pele_DN146642_c5_g1	Amar_DN106334_c0_g1
Pele_DN146694_c1_g1	Amar_DN59468_c0_g1
Pele_DN146700_c3_g2	Amar_DN108589_c0_g1
Pele_DN146714_c6_g1	Pdum_DN98451_c0_g1
Pele_DN146761_c0_g3	Amar_DN55956_c0_g1
Pele_DN146761_c0_g3	Pdum_DN65996_c0_g1
Pele_DN146786_c0_g3	Pdum_DN91490_c0_g1
Pele_DN14701_c0_g1	Pdum_DN304_c0_g1
Pele_DN147046_c0_g16	Amar_DN48506_c0_g1
Pele_DN147046_c0_g4	Amar_DN45128_c0_g1
Pele_DN147055_c4_g3	Amar_DN128151_c0_g1
Pele_DN147058_c1_g1	Amar_DN54799_c1_g1
Pele_DN147058_c1_g1	Pdum_DN43872_c0_g2
Pele_DN147167_c3_g1	Amar_DN11931_c0_g1
Pele_DN147167_c3_g4	Amar_DN44979_c0_g1
Pele_DN147167_c3_g4	Pdum_DN142280_c0_g1
Pele_DN147309_c0_g2	Amar_DN51371_c0_g1
Pele_DN147314_c0_g15	Amar_DN49353_c0_g1
Pele_DN147314_c0_g20	Amar_DN49353_c0_g1
Pele_DN147314_c0_g7	Amar_DN49353_c0_g1
Pele_DN147314_c0_g8	Pdum_DN70015_c0_g1
Pele_DN147368_c3_g11	Amar_DN73084_c0_g1
Pele_DN147368_c3_g11	Amar_DN73084_c0_g1
Pele_DN14740_c0_g1	Amar_DN60879_c1_g3
Pele_DN14740_c0_g1	Pdum_DN83834_c0_g1
Pele_DN147421_c2_g3	Amar_DN57245_c0_g1
Pele_DN147421_c2_g3	Pdum_DN68128_c0_g2
Pele_DN147552_c3_g3	Pdum_DN188810_c0_g1
Pele_DN147582_c2_g1	Pdum_DN222441_c0_g1
Pele_DN147703_c0_g1	Pdum_DN38046_c0_g1
Pele_DN147706_c3_g6	Amar_DN63965_c0_g1
Pele_DN147800_c0_g4	Amar_DN126971_c0_g1
Pele_DN147807_c1_g1	Amar_DN59437_c2_g2
Pele_DN147807_c1_g1	Amar_DN59437_c2_g2
Pele_DN147807_c1_g1	Amar_DN59437_c2_g2
Pele_DN147807_c1_g1	Pdum_DN9687_c0_g1
Pele_DN147807_c1_g3	Pdum_DN9687_c0_g1
Pele_DN147807_c2_g4	Amar_DN49736_c0_g1
Pele_DN147807_c2_g4	Pdum_DN9687_c0_g1
Pele_DN147807_c2_g6	Pdum_DN9687_c0_g1
